⑯⑴⑮⑿⑵⑯⑿	abandon
⑬⑪⑮⑴⒌⑯②	elaborate
⑬⑪⑮⑴⒌⒁②	elaborate
⑬⑪⑮⑥②⑬③	elastic
⑬⑪⑭③②⑯⑵	elected
⑬⑪⑭③②⑬⑩	electing
⑬⑪⑭③⑦⑯⑿	election
⑬⑪⑭③②⑬⑷	elective
⑬⑪⑭③②⒌⑹	electors
⑭⑪⑬⑶⑯⑿⑥	elegance
⑭⑪⑬⑶⑯⑿②	elegant
⑭⑪⑬⑫⑯⑿②	element
⑭⑪⑬④⑯⑿②	elephant
⑭⑪⑬⑷⒁②⒌	elevator
⑬⑪⑭⑷⑯⑿⑤	eleventh
⑬⑪⒀②⑬⑥②	elitist
⑬⑪⑬①⑥⑯⑹	ellipses
⑬⑪⑬①⑥⒀⑹	ellipses
⑬⑫⑴⑳⑫⒌⑹	embalmers
⑬⑫⑴⒈③⑬⑩	embarking
⑬⑫⑴⑮⑾⑯⑥	embarrass
⑭⑫⑴⑯⑥⑬⑹	embassies
⑬⑫⑴⑭⑵⑯⑵	embedded
⑭⑫⑴⑪⑯⑫⑹	emblems
⑬⑫⑴⑰⑵⑬⑵	embodied
⑬⑫⑴⑰⑵⑬⑹	embodies
⑬⑫⑴⑾⒁⑥②	embraced
⑭⑫⑴⑾⑬⒄⑹	embryos
⑭⑫⒌⑯⑪⑵⑹	emeralds
⑬⑫⒋⑻⑯⑿⑥	emergence
⑬⑫⒋⑻⑯⑿②	emergent
⑭⑫⑬⑶⑾⒁②	emigrate
⑭⑫⑬⑿⑯⑿⑥	eminence
⑭⑫⑬⑿⑯⑿②	eminent
⑭⑫⑬⑥⒌⑬⑹	emissaries
⑬⑫⑬⑦⑯⑿⑹	emissions
⑬⑫⒄⑦⑯⑿⑹	emotions
⑭⑫④⑯⑥⒀⑹	emphases
⑭⑫④⑯⑥⑬⑥	emphasis
⑭⑫④⑯⑥⒂⑹	emphasise
⑬⑫④⑮②⑬③	emphatic
⑬⑫①⑪⒆⒀⑹	employees
⑬⑫①⑪⒆⒌⑹	employers
⑬⑫①⑪⒆⑬⑩	employing
⑬⑫①⑲⒌⑬⑩	empowering
⑭⑫①②⑬⑬⑩	emptying
⑭⑫⑨⑯⑪⒁②	emulate
⑬⑫⒃⑪⑦⑯⑿	emulsion
⑬⑿⒁⑴⑯⑪⑵	enabled
⑬⑿⒁⑴⑯⑪⑹	enables
⑬⑿⒁⑴⑪⑬⑩	enabling
⑬⑿⑮③②⑯⑵	enacted
⑬⑿⑮③②⑬⑩	enacting
⑬⑿⑮⑫⑯⑪⑵	enamelled
⑭⑿③⑪⒁⑷⑹	enclaves
⑬⑿③⑪⒄⑹⑵	enclosed
⑬⑿③⑪⒄⑺⒌	enclosure
⑬⑿③⒄⑵⑯⑵	encoded
⑬⑿③⒄⑵⑬⑩	encoding
⑬⑿③⑲⑿②⒌	encounter
⑬⑿③⒃⑾⑬⑻	encourage
⑬⑿⑵⒁⑿⑻⒌	endanger
⑬⑿⑵⑭⑷⒌⑵	endeavoured
⑬⑿⑵⑭⑷⒌⑹	endeavours
⑭⑿⑵⑭⑫⑬③	endemic
⑬⑿⑵⒉⑥⑯⑹	endorses
⑬⑿⑵⒉⑥⑬⑩	endorsing
⑬⑿⑵⑨⑱⒌⑵	endured
⑬⑿④⒉⑥⑬⑩	enforcing
⑬⑿⑶⒁⑻⑯⑹	engages
⑬⑿⑶⒁⑻⑬⑩	engaging
⑬⑿⑻⑭⑿⑵⒌	engender
⑭⑿⑻⑬⑿⒍⑵	engineered
⑭⑿⑻⑬⑿⒍⑹	engineers
⑬⑿⑶⑾⒁⑷⑵	engraved
⑬⑿⑶⑾⒄⑥②	engrossed
⑬⑿⑶⒃⑪④②	engulfed
⑬⑿⑽⑳⑿⑥②	enhanced
⑬⑿⑪⒈⑻⑬⑩	enlarging
⑬⑿⑪⒂②⑯⑿	enlighten
⑬⑿⒉⑫⑬②⑬	enormity
⑬⑿③⑼⒂⒌⑵	enquired
⑬⑿③⑼⒂⒌⑬	inquiry
⑬⑿⑾⑬⑧⑬⑩	enriching
⑬⑿⑦⑾⒂⑿⑵	enshrined
⑬⑿⑦⑱⒌⑬⑩	ensuring
⑬⑿②⒁⑪⑬⑩	entailing
⑭⑿②⑭⑾⑬③	enteric
⑭⑿②⒌②⒁⑿	entertain
⑬⑿②⒂⑥⑬⑩	enticing
⑬⑿②⒂⒌⑪⑬	entirely
⑭⑿②⑬②⑬⑹	entities
⑬⑿②⒂②⑯⑪	entitle
⑰⑿②⑱⑾⑳⑺	entourage
⑭⑿②⑾⒁⑪⑹	entrails
⑭⑿②⑾⑯⑿⑥	entrance
⑭⑿②⑾⑯⑿②	entrant
⑭⑿②⑾⑯①⑬	entropy
⑬⑿②⑾⒃⑥②	entrust
⑭⑿⑷⑯⑪⒄①	envelope
⑭⑿⑷⒎⑴⑯⑪	enviable
⑬⑿⑷⑬⑹⑬⑻	envisage
⑬④⑭⑫⒌⑯⑪	ephemeral
⑭①⑬⑥⒄⑵⑹	episodes
⑬①⑬②⑯⑫⑬	epitome
⒀③⑼⑯⑪⒂⑹	equalise
⑬③⑼⒁②⑯⑵	equated
⑬③⑼⒁②⑬⑩	equating
⑬③⑼⒁⑺⑯⑿	equation
⑬③⑼⑬①⑬⑩	equipping
⑭③⑼⑬②⑬⑹	equities
⑬⑾⑭③②⑯⑵	erected
⑬⑾⑭③②⑬⑩	erecting
⑬⑾⑭③⑦⑯⑿	erection
⑬⑾⒃①②⑯⑵	erupted
⑬⑾⒃①⑦⑯⑿	eruption
⑭⑥③⑯⑪⒁②	escalate
⑭⑥③⑯①⒁⑵	escapade
⑬⑥③⒁①⑬⑩	escaping
⑬⑥③⒉②⑯⑵	escorted
⑬⑥③⒉②⑬⑩	escorting
⑬⑥①⑭⑦⑯⑪	especial
⑭⑥①⒎⑿⑳⑺	espionage
⑭⑥⑯⑿⑥⑯⑹	essences
⑬⑥⑭⑿⑦⑯⑪	essential
⑭⑥②⑬⑫⑯②	estimate
⑭⑥②⑬⑫⒁②	estimate
⑭⑥⑧⑱⒌⑬⑹	estuaries
⑬②⒋⑿⑯⑪⑬	eternally
⑬②⒋⑿⑬②⑬	eternity
⒀⑤⑬⒄①⒎⑿	ethiopian
⑭⑤⑿⑬③⑪⑬	ethnically
⑨⑱⒌⑯①⒎⑿	european
⒏⑤⑯⑿⒁⑹⒎	euthanasia
⑬⑷⑮①⒌⒁②	evaporate
⒀⑷⑯⑿⑬⑩⑹	evenings
⑭⑷⒌⑶⑾⒀⑿	evergreen
⑭⑷⑾⑬⑼⒃⑿	everyone
⑭⑷⑾⑬⑤⑬⑩	everything
⑬⑷⑬③②⑯⑵	evicted
⑬⑷⑬③⑦⑯⑿	eviction
⑭⑷⑬⑵⑯⑿⑥	evidence
⑭⑷⑬⑵⑯⑿②	evident
⑬⑷⑰⑪⑷⑬⑩	evolving
⑬⑶⑹⑮⑫⑬⑿	examine
⑬③⑥⒀⑵⑯⑵	exceeded
⑬③⑥⒀⑵⑬⑩	exceeding
⑭③⑥⒋①②⑥	excerpts
⑬③⑥⑭⑥⑯⑹	excesses
⑬③⑥⑭⑥⑬⑷	excessive
⑬③⑥⑧⒁⑿⑻	exchange
⑬③⑥⑧⑭③⒌	exchequer
⑬③⑥⑬⑺⑯⑿	excision
⑬③⑥⒂②⑯⑵	excited
⑬③⑥⒂②⑬⑩	exciting
⑬③⑥③⑪⒅⑵	exclude
⑬③⑥③⒏⑹⑵	excused
⑭③⑥⑬③⒏②	execute
⑬⑶⑹⑭⑫①②	exempt
⑭③⑥⒌⑥⒂⑹	exercise
⑬⑶⑹⒋②⑯⑵	exerted
⑬⑶⑹⒋②⑬⑩	exerting
⑬⑶⑹⒋⑦⑯⑿	exertion
⑭③⑥⑽⒁⑪⑵	exhaled
⑬⑶⑹⑬⑴⑬②	exhibit
⑬⑶⑹⒉②⑯⑵	exhorted
⑬⑶⑹⑬⑥②⑥	exists
⑭③⑥⑯⑵⑯⑥	exodus
⑬⑶⑹⑰②⑬③	exotic
⑬③⑥①⑮⑿⑵	expand
⑬③⑥①⑮⑿⑥	expanse
⑬③⑥①⑭③②	expect
⑬③⑥①⑭⑪⑵	expelled
⑬③⑥①⑭⑿⑵	expend
⑬③⑥①⑭⑿⑥	expense
⑭③⑥①⒋②⑥	experts
⑬③⑥①⒂⒌⑵	expired
⑬③⑥①⒂⒌⑹	expires
⑬③⑥①⒂⒌⑬	expiry
⑬③⑥①⑪⒁⑿	explain
⑬③⑥①⑪⒄⑵	explode
⑬③⑥①⑪⒆②	exploit
⑭③⑥①⑪⒆②	exploit
⑬③⑥①⑪⒉⑵	explored
⑬③⑥①⑪⒉⒌	explorer
⑬③⑥①⑪⒉⑹	explores
⑬③⑥①⒉②⒌	exporter
⑬③⑥①⒉②⑥	exports
⑭③⑥①⒉②⑥	exports
⑬③⑥①⒄⑹⑵	exposed
⑬③⑥①⒄⑺⒌	exposure
⑬③⑥①⑾⑭⑥	express
⑭③⑥②⑮⑿②	extant
⑬③⑥②⑭⑿⑵	extend
⑬③⑥②⑭⑿②	extent
⑭③⑥②⑾⑯⑹	extras
⑬③⑥②⑾⒀⑫	extreme
⑬⑶⑹⒅⑵⑯⑵	exuded
⒂⑼⑬②⑿⑯⑥	eyewitness
④⑮⑴⑾⑬③⑥	fabrics
④⑯⑥⒀⑦⑯⑥	facetious
④⑮③⑦⑯⑿⑹	factions
④⑮③②⒌⑬⑹	factories
④⑮③⑧⑱⑯⑪	factual
④⑮③⑯⑪②⑬	faculty
④⒁⑿②⑯⑥②	faintest
④⒊⑶⑾⑲⑿⑵	fairground
④⒁⑤④⑯⑪⑬	faithfully
④⒇⑪③⑯⑿⑹	falcons
④⑯⑪⒁⑦⑯⑥	fallacious
④⑮⑪⑯⑴⑯⑪	fallible
④⒇⑪⑥⑽⑱⑵	falsehood
④⒇⑪⑥⑬②⑬	falsity
④⒇⑪②⒌⑬⑩	faltering
④⑯⑫⑬⑪⒎⑪	familial
④⑮⑫⑬⑪⑬⑹	families
④⒁⑫⑯⑥⑪⑬	famously
④⑯⑿⑮②⑬③	fanatic
④⑮⑿②⑯⑥⑬	fantasy
④⒈⑥⑬③⑯⑪	farcical
④⒈⑫⑪⑮⑿⑵	farmland
④⒈⑫⑥②⑭⑵	farmstead
④⑮⑦⑬⑹⑯⑫	fascism
④⑮⑦⑬⑥②⑥	fascists
④⑳⑥⑯⑿⑬⑩	fastening
④⑳⑥②⑯⑥②	fastest
④⑮②⑯⑿⑬⑩	fattening
④⒇⑪②⑪⑯⑥	faultless
④⒁⑷⒌⑬②⑥	favourites
④⒀⑹⑯⑴⑯⑪	feasible
④⑭⑸⒌⑼⒁②	featherweight
④⒀⑧⒌⑪⑯⑥	featureless
④⑭⑪⒄⑦⑬①	fellowship
④⑭⑫⑯⑿⑬⑿	feminine
④⒌⑰⑥⑬②⑬	ferocity
④⑬③⑦⑯⑿⑹	fictions
④⑬⑻⑬②⑯⑵	fidgeted
④⑬⑻⑬②⑬⑩	fidgeting
④⒀⑪⑵⑼⒋③	fieldwork
④⑬④②⒀⑿⑤	fifteenth
④⑬⑶⑫⑯⑿②	figment
④⑬⑶⒌⑽⑭⑵	figurehead
④⑬⑪⑬⑶⑾⒀	filigree
④⑬⑪②⒌⑬⑩	filtering
④⒂⑿⑯⑪⒂⑹	finalise
④⒂⑿⑮⑿⑥②	financed
④⒂⑿⑮⑿⑥⒍	financier
④⒂⑿⑵⑬⑩⑹	findings
④⑬⑩⑶⒌⑬⑩	fingering
④⑬⑿⑬⑦⑯⑹	finishes
④⑬⑿⑬⑦⑬⑩	finishing
④⒂⒌①⑪⒁⑥	fireplace
④⒂⒌⑼⒋③⑥	fireworks
④⑬⑦⒌⑫⑯⑿	fisherman
④⑬⑦⒌⑫⑭⑿	fishermen
④⑬⑥②④⑱⑪	fistful
④⑬②④⑯⑪⑬	fitfully
④⑬②⑬⑩⑪⑬	fittingly
④⑬③⑥⑬⑩⑹	fixings
④⑬③⑥⑧⒌⑹	fixtures
④⑪⑮⑶⑦⑬①	flagship
④⑪⑮⑩③⑬⑩	flanking
④⑪⑮⑦⑪⒂②	flashlight
④⑪⑮②⑯⑿⑵	flattened
④⑪⑮②⒌⑬⑩	flattering
④⑪⑭⑻⑪⑬⑩	fledgling
④⑪⑭③⑥⑬⑩	flexing
④⑪⑬③⒌⑬⑩	flickering
④⑪⑬①⑯⑿②	flippant
④⑪⒃⑵⑪⑬②	floodlit
④⑪⒉⑴⒉⑵⑹	floorboards
④⑪⑰⑾⑬⑥②	florist
④⑪⑯②⑬⑪⑯	flotilla
④⑪⑰②⑥⑯⑫	flotsam
④⑪⒃⑾⑬⑦②	flourished
④⑪⒅⑯⑿⑥⑬	fluency
④⑪⒃②⒌⑬⑩	fluttering
④⒄③⑯⑥⑯⑹	focuses
④⒄③⑯⑥⑬⑩	focusing
④⑰⑿⑵⑯⑿②	fondant
④⑰⑿⑵⑿⑯⑥	fondness
④⒅⑪⑽⒈⑵⑬	foolhardy
④⒅⑪⑬⑦⑪⑬	foolishly
④⒅⑪①⑾⒅④	foolproof
④⑱②⑴⒇⑪⒌	footballer
④⑱②⑴⑾⑬⑻	footbridge
④⑱②⑽⑬⑪⑹	foothills
④⑱②⑽⒄⑪⑵	foothold
④⑱②⑿⒄②⑥	footnotes
④⑱②①⑳⑸⑹	footpaths
④⑱②①⑪⒁②	footplate
④⑱②⑥⑼⑬⑧	footswitch
④⑰⑾⑬⑻⑬⑩	foraging
④⒉⑴⒊⑯⑿⑥	forbearance
④⒌⑴⑬⑵⑯⑿	forbidden
④⒌⑴⑬⑵⑬⑩	forbidding
④⒉⑥④⑯⑪⑬	forcefully
④⒉⑥⑯⑴⑯⑪	forcible
④⒉⑥⑯⑴⑪⑬	forcibly
④⒉⑴⒄⑵⑬⑩	foreboding
④⒉③⑳⑥②⑥	forecasts
④⒉④⑳⑸⒌⑹	forefathers
④⒉④⑬⑩⑶⒌	forefinger
④⒉④⑾⒃⑿②	forefront
④⒉⑶⑾⑲⑿⑵	foreground
④⑰⑾⑬⑿⒌⑹	foreigners
④⒌⑭⑿⑥⑬③	forensic
④⒉⑾⒃⑿⒌⑹	forerunners
④⑰⑾⑬⑥②⒌	forester
④⑰⑾⑬⑥②⑥	forests
④⒉④⑬②⑯⑵	forfeited
④⒌⑶⑭②⑬⑩	forgetting
④⒌⑶⑬⑷⑯⑿	forgiven
④⒌⑶⑬⑷⑬⑩	forgiving
④⒌⑶⑰②⑯⑿	forgotten
④⒌⑪⒉⑿⑪⑬	forlornly
④⒉⑫⑯⑪⑬⑿	formalin
④⒉⑫⒁⑦⑯⑿	formation
④⒉⑫⑯②⑬⑷	formative
④⒉⑫⑨⑯⑪⑯	formula
④⒉⑫⑨⑯⑪⒀	formulae
④⒉②⑬④⒂⑵	fortified
④⒉②⑬②⒏⑵	fortitude
④⒉⑧⑯⑿⑯②	fortunate
④⒉⑼⒌⑵⑯⑵	forwarded
④⑰⑥②⒌⑬⑩	fostering
④⑲⑿⑵⑪⑬⑩	foundling
④⑲⑿⑵⑾⑬⑹	foundries
④⑲⑿②⑯⑿⑹	fountains
④⑾⑮③⑦⑯⑿	fraction
④⑾⑮③⑦⑯⑥	fractious
④⑾⑮③⑧⒌⑵	fractured
④⑾⑮③⑧⒌⑹	fractures
④⑾⒁⑫⑼⒋③	framework
④⑾⑮⑿⑧⒂⑹	franchise
④⑾⑮⑩③⑪⑬	frankly
④⑾⑮⑿②⑬③	frantic
④⑾⑭③⑯⑪⑹	freckles
④⑾⒀⑵⑯⑫⑹	freedoms
④⑾⒀⑽⒄⑪⑵	freehold
④⑾⒀⑪⑳⑿⑥	freelance
④⑾⒀⑥②⒂⑪	freestyle
④⑾⑭⑿⑹⑬⑵	frenzied
④⑾⑭⑥③⒄⑹	frescoes
④⑾⑭⑦⑿⑯⑥	freshness
④⑾⑭②④⑯⑪	fretful
④⑾⑬③⑦⑯⑿	friction
④⑾⑭⑿⑵⑪⑬	friendly
④⑾⑬⑶⑯②⑥	frigates
④⑾⒂②⑯⑿⑵	frightened
④⑾⒂②⑯⑿⑹	frightens
④⑾⒂②④⑯⑪	frightful
④⑾⑬⑿⑻⑯⑹	fringes
④⑾⒃⑿②⑬⑻	frontage
④⑾⒃⑿②⑯⑪	frontal
④⑾⒃⑿②⑯⑵	fronted
④⑾⒃⑿②⒍⑹	frontiers
④⑾⒃⑿②⑬⑩	fronting
④⑾⑰⑥②⑯⑵	frosted
④⑾⒅②④⑯⑪	fruitful
④⑾⒅⑬⑦⑯⑿	fruition
④⑾⒅②⑪⑯⑥	fruitless
④⒏⑻⑯②⑬⑷	fugitive
④⑱⑪④⑬⑪⑵	fulfilled
④⑱⑪④⑬⑪⑹	fulfils
④⒃⑫⑴⑯⑪⑵	fumbled
④⒃⑫⑴⑪⑬⑩	fumbling
④⒃⑩③⑦⑯⑿	function
④⒏⑿⒌⑯⑪⑹	funerals
④⒃⑿⑬⑯⑥②	funniest
④⒋⑿⑬⑥⑯⑹	furnaces
④⒋⑿⑬⑦⑬⑩	furnishing
④⒋⑸⒌⑯⑿⑥	furtherance
④⒋②⑬⑷⑪⑬	furtively
④⒏⑹⑯⑪⑳⑺	fuselage
⑶⑮⑪⑯③⑥⑬	galaxy
⑶⑮⑪⑯①⑬⑩	galloping
⑶⑮⑫⑴⑪⒌⑹	gamblers
⑶⑮⑫⑴⑪⑬⑩	gambling
⑶⒁⑫③⒀①⒌	gamekeeper
⑶⑮⑩⑶⑪⒎⑿	ganglion
⑶⑮⑩⑶⑾⒀⑿	gangrene
⑶⑮⑩⑥②⒌⑹	gangsters
⑶⑮⑾⑳⑺⑯⑹	garages
⑶⒈⑵⑯⑿⒌⑹	gardeners
⑶⒈⑪⑯⑿⑵⑹	garlands
⑶⒈⑫⑯⑿②⑥	garments
⑶⑮⑾⑬⑥⑯⑿	garrison
⑶⑮⑥⑯⑪⒀⑿	gasoline
⑶⑮⑥②⑾⑬③	gastric
⑶⒁②③⒀①⒌	gatekeeper
⑶⑮⑸⒌⑬⑩⑹	gatherings
⑶⒇⑿②⑪⑯②	gauntlet
⑻⑭⑪⑯②⒀⑿	gelatine
⑻⑭⑿⒌⑯⑪⑬	generally
⑻⑭⑿⒌⑯⑪⑹	generals
⑻⑭⑿⒌⒁②⑥	generates
⑻⑭⑿⒌⒁②⒌	generator
⑻⑬⑿⑭⑾⑬③	generic
⑻⑭⑿⑯⑥⑬⑥	genesis
⑻⑬⑿⑭②⑬③	genetic
⑻⑭⑿⑬②⑯⑪	genital
⑻⑭⑿⑯⑥⒂⑵	genocide
⑻⒀⑿⒄②⒂①	genotype
⑻⑭⑿②⒂⑪⑹	gentiles
⑻⑭⑿⑨⑱⑬⑿	genuine
⑻⑬⑰⑪⑯⑻⑬	geology
⑻⒌⒁⑿⒎⑫⑹	geraniums
⑻⒌⑫⑮⑿⑬③	germanic
⑻⒋⑫⑬⑿⒁②	germinate
⑶⑭⑥②⑳①⒄	gestapo
⑻⑭⑥⑧⒌⑬⑩	gesturing
⑻⑬⑿⑻⒌⑪⑬	gingerly
⑶⑪⑮⑫⒌⑯⑥	glamorous
⑶⑪⑳⑿⑥⑯⑹	glances
⑶⑪⑳⑿⑥⑬⑩	glancing
⑶⑪⒀④⑯⑪⑬	gleefully
⑶⑪⑬⑫①⑥②	glimpsed
⑶⑪⑬⑿②⑯⑵	glinted
⑶⑪⑬⑿②⑬⑩	glinting
⑶⑪⑬②⒌⑬⑩	glittering
⑶⑪⒄⑴⑯⑪⑬	globally
⑶⑪⒅⑫⑬⑪⑬	gloomily
⑶⑪⒉⑬④⒂⑵	glorified
⑶⑪⒉⒎⑥⑪⑬	gloriously
⑶⒄⑪③⒀①⒌	goalkeeper
⑶⒄⑪⑥③⒉⒌	goalscorer
⑶⑰⑴⑪⑯②⑥	goblets
⑶⑰⑴⑪⑬⑿⑹	goblins
⑶⑰⑵⑭⑥⑯⑹	goddesses
⑶⑰⑵④⑳⑸⒌	godfather
⑶⑰⑵⑫⒃⑸⒌	godmother
⑶⑰⑵⑥⑭⑿⑵	godsend
⑶⒄⑪⑵④⑬⑦	goldfish
⑶⑰⑿⑵⑯⑪⑯	gondola
⑶⑱⑹⑴⒌⑬⑹	gooseberries
⑶⑰⑥①⑯⑪⑹	gospels
⑶⑰⑥⑬①⑬⑩	gossiping
⑶⒃⑷⒌⑿⑭⑥	governess
⑶⒃⑷⒌⑿⑬⑩	governing
⑶⒃⑷⒌⑿⒌⑹	governors
⑶⑾⒁⑥④⑯⑪	graceful
⑶⑾⒁⑵⒎⑿②	gradient
⑶⑾⑮⑻⑱⑯⑪	gradual
⑶⑾⑮⑻⑱⑯②	graduate
⑶⑾⑮⑻⑱⒁②	graduate
⑶⑾⑯④⒀②⑬	graffiti
⑶⑾⑳④②⑯⑵	grafted
⑶⑾⑮⑿⑵⑮⑵	granddad
⑶⑾⑮⑿⑵⑪⑬	grandly
⑶⑾⑮⑿⑵⑫⑳	grandma
⑶⑾⑮⑿⑵①⑳	grandpa
⑶⑾⑮⑿⑬②⑥	granites
⑶⑾⑳⑿②⑯⑵	granted
⑶⑾⑳⑿②⑬⑩	granting
⑶⑾⑮⑿⒏⑪⑹	granules
⑶⑾⒁①⑷⒂⑿	grapevine
⑶⑾⑮④⑬③⑥	graphics
⑶⑾⑮①⑪⑬⑩	grappling
⑶⑾⑳⑥①⑬⑩	grasping
⑶⑾⒁②④⑯⑪	grateful
⑶⑾⒁⑷⑯⑥②	gravest
⑶⑾⒁⑷⑨⒈⑵	graveyard
⑶⑾⑮⑷⑬②⑬	gravity
⑶⑾⒁②③⒄②	greatcoat
⑶⑾⒁②⑯⑥②	greatest
⑶⑾⒁②⑿⑯⑥	greatness
⑶⑾⒀⑵⑬⑪⑬	greedily
⑶⑾⒀⑿⑽⑲⑥	greenhouse
⑶⑾⒀②⑬⑩⑹	greetings
⑶⑾⑬⑶⒊⒎⑥	gregarious
⑶⑾⑬⑶⒉⒎⑿	gregorian
⑶⑾⑯⑿⒁⑵⑹	grenades
⑶⑾⒁⑽⑲⑿⑵	greyhound
⑶⑾⒀⑷⑯⑿⑥	grievance
⑶⑾⑬⑫⑯⑥②	grimaced
⑶⑾⒂⑿⑵⑬⑩	grinding
⑶⑾⒄⑥⒌⑬⑹	groceries
⑶⑾⒄②⑭⑥③	grotesque
⑶⑾⑲⑿⑵⑯⑵	grounded
⑶⑾⑲⑿⑵⑬⑩	grounding
⑶⑾⒅①⑬⑩⑹	groupings
⑶⑾⒅⑯⑪⑬⑩	gruelling
⑶⑾⒃⑫⑴⑯⑪	grumble
⑶⑾⒃⑿②⑯⑵	grunted
⑶⑾⒃⑿②⑬⑩	grunting
⑶⑮⑾⑯⑿②⒀	guarantee
⑶⑮⑾⑯⑿②⒉	guarantor
⑶⒈⑵⑹⑫⑭⑿	guardsmen
⑶⒂⑵⑴⑱③⑥	guidebooks
⑶⒂⑵⑪⒂⑿⑹	guidelines
⑶⑬⑪⑯②⒀⑿	guillotine
⑶⑬⑪②⑬⑪⑬	guiltily
⑶⑬②⒈⑬⑥②	guitarist
⑶⒃⑪⑯⑴⑯⑪	gullible
⑶⒃⑿①⒆⑿②	gunpoint
⑶⒃⑿①⑲⑵⒌	gunpowder
⑽⑮⑴⑬②⑮②	habitat
⑽⒊⑵⑾⑭⑥⒌	hairdresser
⑽⒊⑥②⒂⑪⑹	hairstyles
⑽⒇⑪⑫⒈③⑥	hallmarks
⑽⑮⑫⑴⒋⑶⒌	hamburger
⑽⑮⑫⑪⑯②⑥	hamlets
⑽⑮⑫⑥②⒌⑹	hamsters
⑽⑮⑿⑵⑴⑮⑶	handbag
⑽⑮⑿⑵⑴⑱③	handbook
⑽⑮⑿⑵④⑱⑪	handful
⑽⑮⑿⑵⑶⒃⑿	handgun
⑽⑮⑿⑵⑯⑪⑵	handled
⑽⑮⑿⑵⑪⒌⑹	handlers
⑽⑮⑿⑵⑯⑪⑹	handles
⑽⑮⑿⑵⑪⑬⑩	handling
⑽⑮⑿⑵⑫⒁⑵	handmade
⑽⑮⑿⑵⒄⑷⒌	handover
⑽⑮⑿⑵⑾⒁⑪	handrail
⑽⑮⑿⑵⑥⑭②	handset
⑽⑮⑿⑵⑦⒁③	handshake
⑽⑮⑿⑵⑥⑯⑫	handsome
⑽⑮⑩⒄⑷⒌⑹	hangovers
⑽⑮①⑯⑿⑬⑩	happening
⑽⑮①⑬⑯⑥②	happiest
⑽⑮①⑬⑿⑯⑥	happiness
⑽⒈⑵⑯⑿⑬⑩	hardening
⑽⒈⑵⑦⑬①⑥	hardships
⑽⒈⑵⑼⑱⑵⑹	hardwoods
⑽⒈⑫⑰⑿⑬③	harmonic
⑽⒈⑫⑯⑿⑬⑹	harmonies
⑽⒈⑫⒄⑿⒎⑥	harmonious
⑽⒈⑫⑯⑿⒂⑹	harmonise
⑽⒈⑿⑯⑥⑬⑩	harnessing
⑽⒈⑷⑬⑥②⑥	harvests
⑽⒁⑥②⑬⑪⑬	hastily
⑽⑮⑹⒌⑵⑯⑥	hazardous
⑽⑭⑵⑪⑯⑿⑵	headland
⑽⑭⑵⑪⒂②⑥	headlights
⑽⑭⑵⑪⒂⑿⑹	headlines
⑽⑭⑵④⒄⑿⑹	headphones
⑽⑭⑵⑥②⒄⑿	headstone
⑽⑭⑵②⒀⑧⒌	headteacher
⑽⑭⑪⑤⑬⑪⑬	healthily
⑽⒈②⑴⑾⒁③	heartbreak
⑽⒈②⑯⑿⑬⑩	heartening
⑽⒈②④⑭⑪②	heartfelt
⑽⑭⑷⑯⑿⑪⑬	heavenly
⑽⑭⑷⑬⑯⑥②	heaviest
⑽⑭⑷⑬⑿⑯⑥	heaviness
⑽⑭⑷⑬⑼⒁②	heavyweight
⑽⑭⑻⑽⑰⑶⑹	hedgehogs
⑽⑯⑪⑭⑿⑬③	hellenic
⑽⑭⑪⑫⑯②⑥	helmets
⑽⑭⑪①④⑯⑪	helpful
⑽⑭⑪①⑬⑩⑹	helpings
⑽⑭⑪①⑪⑯⑥	helpless
⑽⑭⑪①⑪⒂⑿	helpline
⑽⑭⑫⑬⑥④⒍	hemisphere
⑽⑭⑿⑥④⒉⑤	henceforth
⑽⒌⑮⑪⑵⑬③	heraldic
⑽⑭⑾⑯⑪⑵⑹	heralds
⑽⒋⑴⒁⑦⑯⑥	herbaceous
⑽⒍⑯⑴⑲②⑥	hereabouts
⑽⒌⑭⑵⑬②⑬	heredity
⑽⑭⑾⑯②⑬③	heretic
⑽⑭⑾⑬②⑬⑻	heritage
⑽⑭⑾⒄⑬⑿⑹	heroines
⑽⑭⑹⑬②⒁②	hesitate
⑽⑬⑵⒎⑥⑪⑬	hideously
⑽⒂⒌⒈③⑬⑹	hierarchies
⑽⒂⑪⑯⑿⑵⒌	highlander
⑽⒂⑪⑯⑿⑵⑹	highlands
⑽⒂⑪⒂②⑯⑵	highlighted
⑽⒂⑪⒂②⑬⑩	highlighting
⑽⒂⑼⒁⑫⑯⑿	highwayman
⑽⒂⑻⑮③⒌⑹	hijackers
⑽⑬⑪⑥⒂⑵⑹	hillsides
⑽⑬⑫⑥⑭⑪④	himself
⑽⑬⑿⑵⒌⑬⑩	hindering
⑽⒂⑿⑵⑥⒂②	hindsight
⑽⑬⑥②⒉⒎⑿	historian
⑽⑬⑥②⒌⑬⑹	histories
⑽⒄⑪⑵⑬⑩⑹	holdings
⑽⑰⑪⑬⑵⒁⑹	holidays
⑽⒄⑪⑬⑿⑯⑥	holiness
⑽⒄⑫⑪⑮⑿⑵	homeland
⑽⒄⑫⑭⑾⑬③	homeric
⑽⑰⑫⑬⑥⒂⑵	homicide
